Time,Event,Type,Key/Position,MousePosition
Time,Event,Type,Key/Position,MousePosition
2023-04-06 16:26:10,Keyboard Key,Pressed,k,0
2023-04-06 16:26:10,Keyboard Key,Pressed,e,0
2023-04-06 16:26:10,Keyboard Key,Pressed, ( typed Space ) ,0
2023-04-06 16:26:10,Keyboard Key,Pressed,a,0
2023-04-06 16:26:10,Keyboard Key,Pressed, ( typed Space ) ,0
2023-04-06 16:26:10,Keyboard Key,Pressed,g,0
2023-04-06 16:26:10,Keyboard Key,Pressed,u,0
2023-04-06 16:26:11,Keyboard Key,Pressed, ( typed ' ) ,0
2023-04-06 16:26:11,Keyboard Key,Pressed, ( typed Space ) ,0
2023-04-06 16:26:11,Keyboard Key,Pressed,f,0
2023-04-06 16:26:11,Keyboard Key,Pressed,o,0
2023-04-06 16:26:11,Keyboard Key,Pressed,r,0
2023-04-06 16:26:11,Keyboard Key,Pressed, ( typed Space ) ,0
2023-04-06 16:26:11,Keyboard Key,Pressed,a,0
2023-04-06 16:26:11,Keyboard Key,Pressed, ( typed Space ) ,0
2023-04-06 16:26:11,Keyboard Key,Pressed,c,0
2023-04-06 16:26:11,Keyboard Key,Pressed, ( typed Space ) ,0
2023-04-06 16:26:12,Keyboard Key,Pressed,k,0
2023-04-06 16:26:12,Keyboard Key,Pressed,o,0
2023-04-06 16:26:12,Keyboard Key,Pressed,d,0
2023-04-06 16:26:12,Keyboard Key,Pressed,e,0
2023-04-06 16:26:13,Keyboard Key,Pressed, ( typed Backspace ) ,0
2023-04-06 16:26:13,Keyboard Key,Pressed, ( typed Backspace ) ,0
2023-04-06 16:26:13,Keyboard Key,Pressed, ( typed Backspace ) ,0
2023-04-06 16:26:13,Keyboard Key,Pressed, ( typed Backspace ) ,0
2023-04-06 16:26:13,Keyboard Key,Pressed,c,0
2023-04-06 16:26:13,Keyboard Key,Pressed,o,0
2023-04-06 16:26:13,Keyboard Key,Pressed,d,0
2023-04-06 16:26:14,Keyboard Key,Pressed,e,0
2023-04-06 16:26:14,Keyboard Key,Pressed, ( typed Enter )
,0
2023-04-06 16:26:28,Mouse Click,Mouse,Left,1490:894
2023-04-06 16:26:30,Keyboard Key,Pressed, ( typed Caps Lock ) ,0
2023-04-06 16:26:30,Keyboard Key,Pressed,i,0
2023-04-06 16:26:30,Keyboard Key,Pressed, ( typed Caps Lock ) ,0
2023-04-06 16:26:31,Keyboard Key,Pressed, ( typed Space ) ,0
2023-04-06 16:26:31,Keyboard Key,Pressed,w,0
2023-04-06 16:26:31,Keyboard Key,Pressed,a,0
2023-04-06 16:26:31,Keyboard Key,Pressed,n,0
2023-04-06 16:26:31,Keyboard Key,Pressed,n,0
2023-04-06 16:26:31,Keyboard Key,Pressed,a,0
2023-04-06 16:26:31,Keyboard Key,Pressed, ( typed Space ) ,0
2023-04-06 16:26:31,Keyboard Key,Pressed,u,0
2023-04-06 16:26:31,Keyboard Key,Pressed,s,0
2023-04-06 16:26:31,Keyboard Key,Pressed,e,0
2023-04-06 16:26:31,Keyboard Key,Pressed, ( typed Space ) ,0
2023-04-06 16:26:35,Mouse Click,Mouse,Left,1352:278
2023-04-06 16:26:37,Keyboard Key,Pressed, ( typed Control ) ,0
2023-04-06 16:26:37,Keyboard Key,Pressed,c,0
2023-04-06 16:26:38,Mouse Click,Mouse,Left,1407:906
2023-04-06 16:26:38,Keyboard Key,Pressed, ( typed Control ) ,0
2023-04-06 16:26:39,Keyboard Key,Pressed,v,0
2023-04-06 16:26:41,Keyboard Key,Pressed, ( typed Space ) ,0
2023-04-06 16:26:41,Keyboard Key,Pressed, ( typed Backspace ) ,0
2023-04-06 16:26:42,Keyboard Key,Pressed,º,0
2023-04-06 16:26:42,Keyboard Key,Pressed, ( typed Space ) ,0
2023-04-06 16:26:42,Keyboard Key,Pressed,c,0
2023-04-06 16:26:42,Keyboard Key,Pressed,o,0
2023-04-06 16:26:42,Keyboard Key,Pressed,u,0
2023-04-06 16:26:43,Keyboard Key,Pressed,l,0
2023-04-06 16:26:43,Keyboard Key,Pressed,d,0
2023-04-06 16:26:43,Keyboard Key,Pressed, ( typed Space ) ,0
2023-04-06 16:26:43,Keyboard Key,Pressed,y,0
2023-04-06 16:26:43,Keyboard Key,Pressed,o,0
2023-04-06 16:26:43,Keyboard Key,Pressed,u,0
2023-04-06 16:26:43,Keyboard Key,Pressed, ( typed Space ) ,0
2023-04-06 16:26:43,Keyboard Key,Pressed,v,0
2023-04-06 16:26:43,Keyboard Key,Pressed, ( typed ' ) ,0
2023-04-06 16:26:44,Keyboard Key,Pressed,e,0
2023-04-06 16:26:44,Keyboard Key,Pressed, ( typed Backspace ) ,0
2023-04-06 16:26:44,Keyboard Key,Pressed, ( typed Backspace ) ,0
2023-04-06 16:26:44,Keyboard Key,Pressed, ( typed Backspace ) ,0
2023-04-06 16:26:45,Keyboard Key,Pressed, ( typed Backspace ) ,0
2023-04-06 16:26:45,Keyboard Key,Pressed,g,0
2023-04-06 16:26:45,Keyboard Key,Pressed, ( typed Space ) ,0
2023-04-06 16:26:45,Keyboard Key,Pressed, ( typed Backspace ) ,0
2023-04-06 16:26:46,Keyboard Key,Pressed, ( typed Backspace ) ,0
2023-04-06 16:26:46,Keyboard Key,Pressed, ( typed Space ) ,0
2023-04-06 16:26:46,Keyboard Key,Pressed,g,0
2023-04-06 16:26:46,Keyboard Key,Pressed, ( typed ' ) ,0
2023-04-06 16:26:46,Keyboard Key,Pressed,v,0
2023-04-06 16:26:46,Keyboard Key,Pressed,e,0
2023-04-06 16:26:46,Keyboard Key,Pressed, ( typed Space ) ,0
2023-04-06 16:26:47,Keyboard Key,Pressed,m,0
2023-04-06 16:26:47,Keyboard Key,Pressed,e,0
2023-04-06 16:26:47,Keyboard Key,Pressed,a,0
2023-04-06 16:26:47,Keyboard Key,Pressed, ( typed Space ) ,0
2023-04-06 16:26:47,Keyboard Key,Pressed,e,0
2023-04-06 16:26:47,Keyboard Key,Pressed,x,0
2023-04-06 16:26:47,Keyboard Key,Pressed,a,0
2023-04-06 16:26:47,Keyboard Key,Pressed,m,0
2023-04-06 16:26:48,Keyboard Key,Pressed,l,0
2023-04-06 16:26:48,Keyboard Key,Pressed,e,0
2023-04-06 16:26:48,Keyboard Key,Pressed, ( typed Enter )
,0
2023-04-06 16:27:07,Mouse Click,Mouse,Right,1151:1047
2023-04-06 16:27:09,Mouse Click,Mouse,Left,1115:935
2023-04-06 16:27:11,Mouse Click,Mouse,Left,1157:541
2023-04-06 16:27:13,Mouse Click,Mouse,Left,1131:359
2023-04-06 16:27:16,Mouse Click,Mouse,Left,659:275
2023-04-06 16:27:17,Mouse Click,Mouse,Left,1347:867
2023-04-06 16:27:25,Keyboard Key,Pressed,c,0
2023-04-06 16:27:25,Keyboard Key,Pressed,a,0
2023-04-06 16:27:25,Keyboard Key,Pressed,l,0
2023-04-06 16:27:25,Keyboard Key,Pressed,c,0
2023-04-06 16:27:25,Keyboard Key,Pressed,u,0
2023-04-06 16:27:25,Keyboard Key,Pressed,l,0
2023-04-06 16:27:25,Keyboard Key,Pressed,a,0
2023-04-06 16:27:25,Keyboard Key,Pressed,t,0
2023-04-06 16:27:26,Keyboard Key,Pressed,o,0
2023-04-06 16:27:26,Keyboard Key,Pressed,r,0
2023-04-06 16:27:26,Keyboard Key,Pressed, ( typed Space ) ,0
2023-04-06 16:27:26,Keyboard Key,Pressed,g,0
2023-04-06 16:27:26,Keyboard Key,Pressed,u,0
2023-04-06 16:27:27,Keyboard Key,Pressed, ( typed ' ) ,0
2023-04-06 16:27:27,Keyboard Key,Pressed, ( typed Space ) ,0
2023-04-06 16:27:27,Keyboard Key,Pressed,f,0
2023-04-06 16:27:27,Keyboard Key,Pressed,o,0
2023-04-06 16:27:28,Keyboard Key,Pressed,r,0
2023-04-06 16:27:28,Keyboard Key,Pressed, ( typed Space ) ,0
2023-04-06 16:27:28,Keyboard Key,Pressed,c,0
2023-04-06 16:27:30,Mouse Click,Mouse,Left,1336:881
2023-04-06 16:27:36,Mouse Click,Mouse,Left,1660:407
2023-04-06 16:27:41,Mouse Click,Mouse,Left,1846:589
2023-04-06 16:27:41,Mouse Click,Mouse,Left,713:391
2023-04-06 16:27:41,Keyboard Key,Pressed, ( typed Control ) ,0
2023-04-06 16:27:41,Keyboard Key,Pressed,a,0
2023-04-06 16:27:42,Keyboard Key,Pressed,v,0
2023-04-06 16:27:42,Keyboard Key,Pressed,s,0
2023-04-06 16:27:48,Mouse Click,Mouse,Left,749:347
2023-04-06 16:27:48,Keyboard Key,Pressed, ( typed Control ) ,0
2023-04-06 16:27:48,Keyboard Key,Pressed,s,0
2023-04-06 16:27:51,Mouse Click,Mouse,Left,824:601
2023-04-06 16:27:52,Mouse Click,Mouse,Left,1670:637
2023-04-06 16:27:54,Mouse Click,Mouse,Left,1466:508
2023-04-06 16:27:55,Mouse Click,Mouse,Left,1589:544
2023-04-06 16:27:55,Mouse Click,Mouse,Left,1583:559
2023-04-06 16:27:57,Mouse Click,Mouse,Left,1572:788
2023-04-06 16:27:57,Mouse Click,Mouse,Left,1572:788
2023-04-06 16:27:57,Mouse Click,Mouse,Left,1572:788
2023-04-06 16:27:58,Keyboard Key,Pressed, ( typed Control ) ,0
2023-04-06 16:27:58,Keyboard Key,Pressed,c,0
2023-04-06 16:27:58,Mouse Click,Mouse,Left,646:654
2023-04-06 16:28:01,Mouse Click,Mouse,Left,334:925
2023-04-06 16:28:02,Mouse Click,Mouse,Left,479:847
2023-04-06 16:28:03,Keyboard Key,Pressed, ( typed Control ) ,0
2023-04-06 16:28:03,Keyboard Key,Pressed,v,0
2023-04-06 16:28:05,Keyboard Key,Pressed, ( typed Enter )
,0
2023-04-06 16:28:06,Keyboard Key,Pressed, ( typed Control ) ,0
2023-04-06 16:28:07,Keyboard Key,Pressed,&,0
2023-04-06 16:28:08,Keyboard Key,Pressed, ( typed Enter )
,0
2023-04-06 16:28:13,Mouse Click,Mouse,Left,1532:809
2023-04-06 16:28:18,Mouse Click,Mouse,Right,1067:1063
2023-04-06 16:28:32,Mouse Click,Mouse,Left,1079:964
2023-04-06 16:28:36,Mouse Click,Mouse,Left,1001:21
2023-04-06 16:28:53,Mouse Click,Mouse,Left,1160:765
2023-04-06 16:28:54,Mouse Click,Mouse,Left,1007:27
2023-04-06 16:28:56,Mouse Click,Mouse,Left,1102:149
2023-04-06 16:28:59,Mouse Click,Mouse,Right,1834:337
2023-04-06 16:29:01,Mouse Click,Mouse,Left,1600:641
2023-04-06 16:29:02,Mouse Click,Mouse,Left,1625:633
2023-04-06 16:29:03,Mouse Click,Mouse,Left,1633:638
2023-04-06 16:29:04,Mouse Click,Mouse,Left,1410:639
2023-04-06 16:29:05,Keyboard Key,Pressed, ( typed Caps Lock ) ,0
2023-04-06 16:29:05,Keyboard Key,Pressed,c,0
2023-04-06 16:29:05,Keyboard Key,Pressed, ( typed Caps Lock ) ,0
2023-04-06 16:29:06,Keyboard Key,Pressed, ( typed Enter )
,0
2023-04-06 16:29:07,Mouse Click,Mouse,Left,1203:156
2023-04-06 16:29:07,Mouse Click,Mouse,Left,1203:156
2023-04-06 16:29:08,Mouse Click,Mouse,Left,1467:315
2023-04-06 16:29:10,Mouse Click,Mouse,Left,1756:514
2023-04-06 16:29:12,Mouse Click,Mouse,Left,1888:11
2023-04-06 16:29:13,Mouse Click,Mouse,Left,1887:110
2023-04-06 16:29:14,Mouse Click,Mouse,Left,1414:333
2023-04-06 16:29:16,Mouse Click,Mouse,Left,1233:104
2023-04-06 16:29:16,Keyboard Key,Pressed,ê,0
2023-04-06 16:29:17,Mouse Click,Mouse,Left,694:520
2023-04-06 16:29:17,Mouse Click,Mouse,Left,1000:14
2023-04-06 16:29:18,Keyboard Key,Pressed,ê,0
2023-04-06 16:29:19,Mouse Click,Mouse,Left,634:432
2023-04-06 16:29:19,Keyboard Key,Pressed,ê,0
2023-04-06 16:29:19,Mouse Click,Mouse,Left,1367:417
2023-04-06 16:29:19,Keyboard Key,Pressed,ê,0
2023-04-06 16:29:21,Mouse Click,Mouse,Left,1522:137
2023-04-06 16:29:23,Mouse Click,Mouse,Left,1039:598
2023-04-06 16:29:23,Mouse Click,Mouse,Left,1415:1064
2023-04-06 16:29:24,Mouse Click,Mouse,Left,1331:256
